"user.id","age"
2,24.1825184022287
8,24.1607245365882
9,23
10,23.5662763753347
11,25.5440908056276
13,16.1121690133512
20,23
26,23.5226735670039
27,17
29,23
31,23
33,17
35,23
36,26.4719206871229
38,23
48,24.2681366675459
49,23
53,23
54,16.1140769802804
59,26.4189285018468
66,27
68,24.2033096785891
72,17
76,24.8324689503789
83,27
89,27
90,23
91,13.4980638847411
94,25.9449023360652
95,25.5409984191101
96,17
101,16.0329271132858
105,23
108,23
115,17
119,17
120,17
123,27
124,23.9992580537072
126,25.2897616745121
134,17
137,27
140,23.1612958348028
142,39.8722551950425
144,27
145,25.450109838503
146,23
147,33.6916008970656
154,33
155,17
157,24.182919802573
166,26.6805351939905
167,23
169,23
172,16.2860246522618
175,27
183,23
184,23
185,33
188,23
194,17
200,25.0250105511064
204,15.5800396256932
216,14.7384167959135
217,16.261704341065
221,23.8520546138608
222,25.8993742658639
223,16.3767749897862
229,16.4554746420032
230,24.2696251131624
232,13.807784586771
236,17
240,27
242,26.6533354696205
246,26.9721235765686
247,17
250,24.7695348746082
260,16.1777213208255
263,23
265,16.4788796608508
267,14.7575506316537
270,23.9707891845123
271,23
273,14.5696788738922
275,24.7531868448846
276,23
277,23
282,24.2094312030171
283,23.4709499782191
288,27
289,23
290,17
298,25.3168153909606
300,16.2442275405018
303,24.2879524352519
304,17
305,38.8835471289835
306,25.0101322721675
307,14.5817475358069
312,23
320,24.1090569830154
321,23.4043480892289
323,16.6233358901217
325,13.8176491256357
327,24.2575163259626
330,15.6579979538869
331,16.1687993501757
332,17
333,17
334,15.111886176058
339,17
341,27
342,24.7647696446705
354,17
355,23
364,23.8684297774765
365,17
370,23.5622224615756
378,23
379,17
387,17
392,27
401,23
402,16.9102846835349
406,23.6997035026954
408,17
409,23
410,24.9005505242476
411,15.7817890397935
413,17
416,23
417,23
421,16.5495454826145
424,16.7195890122472
426,23.7463999413147
430,23
432,24.9382820483842
433,24.4547943464032
434,15.4001477640419
435,24.1093916332591
436,33
440,27
446,15.3801352900554
451,27
452,48
453,27
454,23
458,17
462,17
465,16.7500171210138
466,26.0447519866004
468,23.3772698116848
470,17
471,27
477,24.2984093892099
480,23
485,17
486,26.94473641527
488,15.9129135818308
496,27
502,27
503,24.2952240326484
504,27
505,27
506,23.798149452826
507,23
513,26.965111046619
515,23
516,23
517,24.3526168481943
521,25.4993570588136
526,15.8250526231678
529,17
530,15.5236821049795
534,15.3558181973764
536,26.4322232518926
538,16.9380066825254
542,27
546,15.4779739613629
552,26.7559224727449
561,25.7084820220029
563,23
564,23
569,15.4256000093451
572,15.6981429799323
574,24.2856600489162
577,17
578,15.5532977301502
584,17
587,16.0423435731413
588,17
589,16.5060054912903
596,26.2475919511848
597,26.4942989534646
598,16.0223258858563
602,17
604,17
607,23
609,17
613,27
617,23
620,17
624,15.3296445105732
626,16.1870440463523
633,14.6797599877679
639,16.7097585098383
640,23
646,17
647,25.4198672163258
650,27
662,27
665,17
666,17
670,17
671,26.1738645348884
673,17
681,17
682,16.3286467494429
684,24.9571813480556
686,17
702,23
703,23
710,15.5240014470525
714,33
715,26.7812435782532
716,27
717,16.5330822459903
718,27
722,25.9678588532534
723,15.6563805042522
726,24.4836202121476
734,26.8228692392475
736,24.7304832978843
737,15.5551234659958
739,17
740,23
749,16.9383819947617
755,23
759,23.0653819163161
760,17
761,27
762,27
763,16.1021619413909
764,23
766,24.3770252190525
767,25.3877515244977
768,16.7211811825061
769,35.3279285475241
770,23
771,16.6365797245889
772,17
774,27
775,24.063256001072
778,16.0601757411136
779,15.5948892948154
780,23.3599928268672
784,23
785,23.6411686562639
787,17
788,33
790,14.9691820598532
795,23
797,23
800,23.663740887528
801,23
807,17
808,27
809,23.9938945053299
810,17
811,23.2109041326828
822,27
824,23
827,40.3936385425797
828,15.1627933581809
830,26.2480866835198
832,17
834,17
845,23
849,27
856,23
858,23
861,23.9436757920518
864,17
867,23
873,16.4754095158411
877,17
882,26.7672104164855
886,16.9469966636009
887,15.5896325411958
890,17
895,17
903,16.5838086726059
907,14.6854796124954
919,34.2079111452038
923,26.1977708725561
931,27
932,13.614497943272
936,17
948,23
950,25.1558464269327
952,17
954,17
956,17
961,23.7635778589485
962,14.6854288041791
964,16.5002013296589
967,24.3787620167794
969,24.7813193809712
970,17
971,23
972,33
973,23
976,14.2912917096633
977,16.4016189912687
984,17
988,17
989,23
991,33
996,17
997,14.9693249752291
1001,23.1537610681562
1002,15.2291622089062
1005,26.1275305487397
1008,25.7818072966024
1009,16.0223373736227
1014,23
1016,14.4540893946389
1017,23
1018,25.2494735197449
1019,17
1022,23
1025,17
1030,33
1031,23.8854068885403
1034,27
1036,24.7729452875022
1037,16.4608037282606
1043,24.7481730008288
1044,16.9374792745553
1048,24.994969801569
1051,23
1060,27
1062,23
1066,27
1068,23
1070,23
1072,26.4248141567894
1075,15.7470618219175
1077,23
1078,15.4312695329574
1079,25.9715311740134
1080,17
1084,17
1085,16.8332906419967
1086,25.6119941222655
1087,23.0550772321921
1090,23
1092,23
1094,17
1098,17
1102,23
1103,24.1712318658501
1107,23
1109,24.470359680859
1110,17
1115,27
1119,27
1123,15.2283424292945
1127,23
1142,23.2059110718224
1143,17
1150,23.4168453053929
1151,13
1156,23.0694421392664
1162,23
1164,14.926399795974
1165,15.7961339912
1166,27
1167,27
1170,23
1172,14.0382311758089
1175,23
1179,15.2039783505927
1181,23.0608908098883
1183,27
1185,17
1187,23
1189,27
1190,15.5275300670009
1191,23
1195,27
1196,24.8510979501326
1208,27
1216,24.015878540075
1217,23.4614503566083
1219,15.6602998045224
1226,17
1229,15.273866246059
1230,17
1231,26.7871423470817
1233,17
1235,27
1237,16.4930550255929
1238,17
1239,33
1246,23.8851201284841
1247,17
1258,16.6292938104027
1263,23
1274,23
1283,27
1293,24.2945464494229
1295,23
1298,26.512952026638
1299,27
1303,23
1304,15.1870882532431
1306,27
1311,23
1315,25.3624090265051
1319,16.0989905724656
1329,24.6770112285487
1330,23.6073297087828
1331,26.2363662061227
1332,26.3408928876736
1335,17
1338,23
1343,14.4886882092618
1347,23
1354,16.2491935066923
1359,23
1360,17
1363,23.9373503977488
1364,17
1365,24.865088294581
1377,15.4465412588154
1381,25.6460696601678
1382,15.545019536884
1384,17
1386,27
1393,23
1395,23
1398,27
1400,17
1406,23
1407,23
1408,15.9989329725862
1412,17
1415,23
1422,27
1423,25.031510983175
1426,24.0759822304782
1429,23.6144656383356
1432,24.966184749671
1437,25.2390875236048
1442,23
1450,27
1458,17
1464,17
1470,23.9644484347035
1471,17
1472,27
1476,33
1478,23
1479,17
1480,23
1481,17
1483,17
1486,17
1489,27
1490,24.2550956797229
1493,24.1791837643215
1494,17
1501,24.4106549590487
1503,23
1511,17
1521,14.8374053041231
1525,25.7668321856078
1526,23
1531,15.2487347639139
1536,24.4188074475499
1538,23
1547,23.0051272285169
1549,35.4233507573029
1556,24.9729546490223
1557,24.4558178666086
1573,17
1576,14.5205345112716
1580,16.588062649148
1583,24.6625925980262
1585,27
1587,24.5363542638466
1588,15.8692429303875
1589,27
1591,23
1594,23
1596,25.3664703684008
1597,15.4856789289618
1615,27
1618,25.7036376437633
1619,23
1623,17
1626,16.1477707619334
1634,13.9300498033636
1639,23
1641,15.5280638918625
1643,25.1884750807363
1644,17
1645,33
1647,24.5802538477215
1649,23.6700247179607
1652,16.0510338254558
1653,15.4771072596544
1654,17
1658,17
1659,15.6807862817412
1661,15.6680899318786
1662,14.7313132512661
1667,23.2473880189287
1669,14.0975204824245
1671,23
1675,23.996699642336
1680,23
1682,25.1818830507035
1683,27
1684,26.5439766067831
1686,15.0092784838663
1687,23
1689,25.1787274822246
1690,15.3813830998671
1692,14.6412705014161
1693,27
1697,17
1700,26.5806268297626
1701,17
1702,14.9022020572919
1704,26.4904735879344
1708,27
1714,17
1715,25.7655271554784
1716,23.0391682891606
1721,17
1723,23
1724,15.4343339798033
1731,23
1732,15.4397997240603
1734,23
1735,16.0330698000902
1739,14.8075740813814
1742,26.0538746300363
1746,23
1748,14.5943393505734
1750,16.0356728540989
1754,23.5691475616283
1757,17
1758,23.9275349437963
1760,25.4250104857754
1769,33
1774,33
1776,26.6653467159241
1780,17
1781,23.709351773495
1783,23
1785,17
1786,26.1257760246184
1788,23.0383687839752
1789,17
1795,23.9935249233753
1796,17
1798,17
1799,23
1803,17
1805,15.3010075101569
1807,17
1809,23.4833471464202
1811,23
1819,23
1820,23
1826,26.6373372509858
1829,27
1833,26.1936782950974
1837,33
1839,23.9409880659122
1842,16.6284148347997
1844,17
1849,17
1850,33
1852,27
1854,23
1858,26.0070094294857
1859,26.3858432250617
1863,23
1864,23.7024968496521
1865,17
1866,23
1867,23.0939172823468
1869,25.6727756135749
1871,17
1876,17
1877,17
1883,17
1887,27
1891,23.1799069216103
1893,14.6929711570169
1894,16.9176826719505
1895,26.982847163435
1898,26.2164777881362
1900,23
1906,27
1908,23.8042383537939
1909,27
1910,27
1917,27
1918,23.7270618356937
1922,23.2195111378907
1923,17
1929,14.9859316350351
1930,25.7593891000267
1932,27
1933,15.3484468984063
1939,14.0722160019529
1949,17
1963,23
1967,15.5314183057199
1968,16.3991360458367
1977,17
1983,26.6892661193158
1992,23
1994,23
2007,26.4280113169843
2011,38.5413520035304
2014,16.4975823711669
2018,25.4425412709893
2019,23.6250530064291
2021,23.136290147991
2023,17
2025,16.8616119235425
2028,23
2032,13
2035,33
2036,17
2038,14.9345408297943
2039,23.4593385842737
2040,23
2042,27
2044,26.7179222686103
2050,26.8008087047453
2054,23
2055,23
2059,17
2060,17
2061,16.9693718354883
2062,23
2066,23
2067,15.5657845159301
2068,13.8812872144346
2069,23
2075,14.8598818218834
2076,23
2080,25.9676481138323
2082,33
2083,23
2085,16.7181636295511
2087,25.8170061495089
2088,24.2407972540374
2091,27
2092,24.4975321465264
2104,27
2105,23
2111,27
2113,17
2115,33
2120,13.8681618626779
2123,17
2124,35.6801302058019
2126,17
2127,17
2129,17
2134,23
2135,23
2139,17
2143,17
2154,23
2156,23.565642031071
2160,14.3107519992268
2161,17
2166,33
2173,27
2178,15.6356006493761
2182,23
2183,23
2189,27
2191,15.9867077538785
2192,23
2193,23
2194,23
2196,23
2198,17
2199,24.6839124511173
2200,33
2207,24.4265752640247
2212,17
2216,17
2220,23
2225,16.4576390464447
2226,23
2227,17
2229,25.6303686825081
2232,24.6365987339746
2237,23
2240,17
2241,25.3454505670126
2243,15.0416639482291
2246,16.7395637765226
2249,33
2251,24.3499193351678
2254,17
2255,16.5612289106685
2258,17
2259,33
2261,23
2263,17
2267,17
2271,33.8694048575554
2274,23
2277,23.4066790920825
2282,23.6939006020654
2283,17
2285,33
2287,24.8713219557484
2291,33
2293,27
2300,23
2310,26.3511280917048
2313,33
2316,23
2320,14.7130693694876
2322,23
2324,16.5136662934689
2327,33.9086227876425
2330,24.3925679041874
2333,23
2335,16.6467692834816
2337,24.8115528596393
2338,15.6873817884043
2339,27
2341,33
2343,17
2344,26.8839679440875
2360,17
2363,23.8802016659392
2370,23
2371,23.8010956630489
2372,24.2748163669308
2374,27
2380,33
2381,14.5411272667446
2382,17
2386,24.2842914948761
2387,24.1223148371724
2388,23
2390,14.2935302923815
2398,17
2405,17
2406,24.4401710504592
2407,23.9881633156763
2411,17
2418,16.9987806191447
2420,27
2422,26.9185800157717
2425,24.2891355085173
2427,15.5062534872161
2430,14.8958222035097
2433,27
2434,23
2438,17
2439,23
2441,17
2443,17
2449,25.7207927298935
2450,14.9869098147961
2451,16.5971220533735
2453,17
2455,15.1844003381268
2462,23.9751155271629
2463,33
2464,23
2468,24.973420195234
2473,25.1885361310899
2480,23
2484,16.5559541586238
2485,15.6241863518837
2487,26.0849725704535
2488,27
2489,27
2490,26.0868987140268
2495,16.5062665961623
2496,27
2497,25.5941897385477
2504,24.2004060111373
2506,23
2508,26.3423665977763
2511,24.8466543085588
2512,25.1929172319796
2520,17
2521,26.919524820009
2522,15.8470846871585
2524,27
2526,24.3690525602857
2529,14.37311202742
2535,23.0760973787176
2538,15.0440855187224
2547,17
2551,27
2554,14.9130313453613
2557,24.2022140127501
2559,27
2561,16.385028607098
2562,26.2264799213197
2564,15.9264915980281
2566,23
2568,23
2569,17
2571,16.6468434662531
2572,23
2578,33.0225957695923
2582,14.9238856335326
2594,17
2595,16.4055119650352
2599,17
2600,17
2603,25.028347091671
2609,27
2611,23
2616,16.4753849059012
2620,37.733866207702
2622,17
2623,15.0628227215036
2626,24.3440155882958
2628,24.0620831528488
2633,13.5435111754885
2636,24.2549374030526
2637,17
2639,24.8576744284422
2645,17
2648,23.3626032871629
2649,23.1738876943724
2653,23
2656,27
2661,26.6650762656281
2663,24.4801419710673
2665,33
2670,17
2672,23
2676,25.9576641118008
2682,25.1063151215871
2685,15.575226156914
2686,27
2690,27
2691,23
2693,27
2697,25.4373782830578
2701,14.6721973408535
2704,17
2705,17
2712,16.5441905813147
2714,13
2715,27
2716,23
2717,23
2718,35.5133940417484
2719,15.3864461542853
2720,14.0044034849282
2721,23
2723,23
2733,16.0772449779814
2734,23.6338200336099
2737,23
2738,35.5042344364822
2741,26.1508609689065
2744,23
2749,34.970960562673
2750,23
2751,23
2755,25.4006508858297
2758,24.8317373700667
2767,33
2769,27
2770,25.5145018325078
2772,24.5623448213569
2773,13.7292565833173
2788,24.3860415019491
2795,24.9537174874131
2800,25.396323569821
2801,17
2807,24.8683039508549
2809,23
2825,17
2829,24.9251939975488
2831,14.4442600438274
2837,17
2838,17
2839,24.7328638515439
2840,33
2841,23
2846,24.9621663376698
2849,24.8084438065297
2850,24.3261785970727
2855,17
2857,15.523478579056
2859,24.7837809841174
2861,23
2865,24.2435110222609
2867,26.8976328216088
2883,25.1890788631505
2886,25.7550585230537
2888,17
2889,24.1034369373903
2895,17
2897,17
2898,27
2899,23
2900,23
2906,26.748539172348
2908,25.7591711455112
2913,17
2919,27
2921,23.4687501636938
2922,16.9677551160403
2925,25.9486559738618
2926,16.7016920398876
2927,23.6965486689905
2929,14.3327730970761
2930,24.5676707175756
2935,27
2937,16.0372613522473
2938,23
2941,23.3611086495586
2947,17
2952,33
2962,23
2966,17
2968,24.9189415400261
2969,15.9664528695248
2972,17
2974,34.706534097078
2975,14.9577222063251
2978,17
2988,17
2989,25.3531226593103
2991,16.6180563040882
2995,17
2997,23
3006,27
3007,17
3011,16.3625943901472
3015,27
3017,23
3025,13
3029,27
3030,17
3031,14.6507940475488
3032,23
3036,24.0007728881536
3040,23
3043,27
3044,15.4590228964241
3045,26.145671953282
3048,25.3049301596214
3049,27
3052,23.3294247539678
3053,14.3534262254158
3062,23
3063,17
3065,15.2998315396021
3067,15.2884722336502
3068,23
3072,16.2058827215095
3074,23.9227534766605
3075,23
3076,17
3078,33.6035180590313
3081,17
3084,26.2644958252004
3088,27
3089,23.6076115522121
3093,17
3096,24.3245037650041
3097,15.6864258931122
3098,17
3100,17
3103,25.5457216572743
3106,15.5370589439263
3111,17
3113,23
3118,17
3127,23.2531248531011
3130,23
3132,23.8103482799517
3135,17
3137,15.9768178884484
3143,15.4001194445126
3144,23
3146,17
3147,26.9351948327327
3151,13.4631288668231
3153,25.7060092095838
3155,26.2758203897424
3160,15.1119189213263
3174,17
3177,35.2369597811415
3181,17
3183,26.3482609896411
3184,24.8186417156168
3188,23.8297940321186
3198,23
3210,23
3213,17
3216,23
3219,25.2215598407369
3220,17
3226,34.1068823942043
3227,23
3235,17
3236,13.3302336860812
3242,16.5998488561865
3243,25.9972182351014
3249,23.4158150987416
3251,23
3260,25.8810513515123
3264,24.632573809805
3267,17
3269,23
3270,25.5120407164513
3275,17
3276,27
3278,17
3284,16.5298643340837
3286,26.9353356672703
3287,15.20196787998
3289,17
3291,23
3297,15.2754922796702
3299,23
3302,26.1577587951963
3303,23
3304,23
3309,23
3315,23
3319,23
3320,25.6726432648729
3321,17
3323,17
3327,24.0516555859752
3332,23
3338,23
3346,23.9518262800797
3347,23
3350,17
3357,23
3360,27
3361,27
3368,17
3369,17
3370,17
3371,15.5538887924617
3373,23
3374,27
3375,23.9185793582546
3376,17
3379,17
3381,17
3382,17
3383,17
3385,27
3386,13.4199708620894
3387,17
3388,17
3390,15.2619876955225
3393,16.5048223586915
3394,25.2150137621746
3404,24.7578549239861
3405,17
3411,27
3415,25.5441652843769
3417,27
3418,17
3420,16.9890257635431
3423,23
3424,24.1336014908378
3425,26.8262555040754
3427,27
3428,16.4159061351524
3432,25.6467429819552
3435,15.6059314440096
3437,23
3441,17
3443,24.9762603580599
3445,23.6509839900341
3448,24.2992893506486
3453,23
3457,24.1857429613823
3460,23
3464,17
3466,23
3469,14.2879326161314
3470,23
3471,27
3473,27
3479,23
3480,17
3486,17
3490,27
3491,25.6048413875941
3492,23
3493,17
3494,16.4403376510281
3499,27
3501,23
3502,27
3504,26.9346665540053
3507,24.4831835511733
3511,23
3517,33.2844243569949
3520,23
3523,33
3525,23.0148601491997
3527,25.4566859950455
3532,23
3534,23
3543,17
3544,26.0930403404444
3548,26.1075719360312
3550,27
3552,16.8665439670156
3553,23
3556,16.175140648935
3557,25.3938824060451
3559,17
3563,17
3565,23
3566,16.4014551039467
3568,23.4757823983289
3573,23
3574,17
3577,26.6124770186518
3579,16.9358127077503
3588,16.9047612855907
3589,27
3590,17
3592,17
3594,23.8938600424732
3600,23.6503711646684
3605,14.8767134366532
3609,16.6202024796674
3610,26.8863531286615
3612,25.8203787965836
3614,14.4515874953655
3615,26.2933385534404
3617,27
3621,15.103584475011
3622,16.4424544777581
3625,23
3626,17
3633,27
3638,14.7218188588979
3640,27
3643,23
3644,26.0895046017791
3645,27
3650,23
3654,17
3660,23
3662,17
3663,23.3110599938845
3670,26.6483460372833
3676,33.0545097002999
3677,15.1269278278558
3681,17
3684,27
3686,25.2264406161279
3687,15.4618748934727
3691,26.3407330886647
3695,34.7770942387414
3697,27
3698,17
3699,27
3700,33
3701,17
3705,17
3708,17
3712,17
3713,23.5266323736035
3716,24.2274706361707
3718,25.6455098484017
3723,23
3725,23.7271210765213
3735,17
3736,25.4743829927285
3738,15.103294001291
3739,27
3742,17
3745,24.5743842868139
3747,17
3749,24.472880466044
3750,27
3751,17
3756,17
3759,25.977529181049
3760,23
3766,26.6934166451461
3768,23
3769,23
3772,24.5226428787757
3774,17
3775,26.5056917924189
3782,17
3786,27
3795,23
3799,23
3801,15.1046803718929
3805,23
3806,25.9974305492062
3807,23
